"TIME","GEO","INDIC_ED","Value"
"2007","European Union (25 countries)","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.20"
"2007","European Union (25 countries)","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.12"
"2007","European Union (25 countries)","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.49"
"2007","European Union (25 countries)","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","4.48"
"2007","European Union (25 countries)","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.49"
"2007","European Union (25 countries)","Total public expenditure on education as % of total public expenditure, for all levels of education combined","10.95"
"2007","European Union (25 countries)","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","9.88"
"2007","European Union (25 countries)","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","1.08"
"2007","European Union (25 countries)","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.71"
"2007","European Union (25 countries)","Total public expenditure on education as % of gross national income, for all levels of education combined","4.98"
"2007","Euro area (15 countries)","Total public expenditure on education as % of GDP, for all levels of education combined","4.82"
"2007","Euro area (15 countries)","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.04"
"2007","Euro area (15 countries)","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.16"
"2007","Euro area (15 countries)","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.13"
"2007","Euro area (15 countries)","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.50"
"2007","Euro area (15 countries)","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","4.50"
"2007","Euro area (15 countries)","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.33"
"2007","Euro area (15 countries)","Total public expenditure on education as % of total public expenditure, for all levels of education combined","10.53"
"2007","Euro area (15 countries)","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","9.81"
"2007","Euro area (15 countries)","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.71"
"2007","Euro area (15 countries)","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.56"
"2007","Euro area (15 countries)","Total public expenditure on education as % of gross national income, for all levels of education combined","4.82"
"2007","Euro area (13 countries)","Total public expenditure on education as % of GDP, for all levels of education combined","4.82"
"2007","Euro area (13 countries)","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.03"
"2007","Euro area (13 countries)","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.16"
"2007","Euro area (13 countries)","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.13"
"2007","Euro area (13 countries)","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.50"
"2007","Euro area (13 countries)","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","4.49"
"2007","Euro area (13 countries)","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.33"
"2007","Euro area (13 countries)","Total public expenditure on education as % of total public expenditure, for all levels of education combined","10.51"
"2007","Euro area (13 countries)","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","9.80"
"2007","Euro area (13 countries)","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.71"
"2007","Euro area (13 countries)","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.55"
"2007","Euro area (13 countries)","Total public expenditure on education as % of gross national income, for all levels of education combined","4.81"
"2007","Belgium","Total public expenditure on education as % of GDP, for all levels of education combined","6.00"
"2007","Belgium","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.41"
"2007","Belgium","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.58"
"2007","Belgium","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.30"
"2007","Belgium","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.71"
"2007","Belgium","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","5.71"
"2007","Belgium","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.29"
"2007","Belgium","Total public expenditure on education as % of total public expenditure, for all levels of education combined","12.45"
"2007","Belgium","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","11.85"
"2007","Belgium","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.60"
"2007","Belgium","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.34"
"2007","Belgium","Total public expenditure on education as % of gross national income, for all levels of education combined","5.94"
"2007","Bulgaria","Total public expenditure on education as % of GDP, for all levels of education combined","3.88"
"2007","Bulgaria","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","0.77"
"2007","Bulgaria","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","1.73"
"2007","Bulgaria","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","0.64"
"2007","Bulgaria","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.74"
"2007","Bulgaria","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","3.32"
"2007","Bulgaria","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.57"
"2007","Bulgaria","Total public expenditure on education as % of total public expenditure, for all levels of education combined","9.91"
"2007","Bulgaria","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","8.46"
"2007","Bulgaria","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","1.44"
"2007","Bulgaria","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.58"
"2007","Bulgaria","Total public expenditure on education as % of gross national income, for all levels of education combined","4.19"
"2007","Czech Republic","Total public expenditure on education as % of GDP, for all levels of education combined","4.05"
"2007","Czech Republic","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","0.56"
"2007","Czech Republic","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","1.96"
"2007","Czech Republic","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.03"
"2007","Czech Republic","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.50"
"2007","Czech Republic","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","3.90"
"2007","Czech Republic","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.15"
"2007","Czech Republic","Total public expenditure on education as % of total public expenditure, for all levels of education combined","9.88"
"2007","Czech Republic","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","9.51"
"2007","Czech Republic","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.37"
"2007","Czech Republic","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.50"
"2007","Czech Republic","Total public expenditure on education as % of gross national income, for all levels of education combined","4.37"
"2007","Denmark","Total public expenditure on education as % of GDP, for all levels of education combined","7.81"
"2007","Denmark","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.86"
"2007","Denmark","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.80"
"2007","Denmark","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","2.28"
"2007","Denmark","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.87"
"2007","Denmark","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","6.55"
"2007","Denmark","Public subsidies to the private sector as % of GDP, for all levels of education combined","1.26"
"2007","Denmark","Total public expenditure on education as % of total public expenditure, for all levels of education combined","15.38"
"2007","Denmark","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","12.89"
"2007","Denmark","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","2.48"
"2007","Denmark","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.53"
"2007","Denmark","Total public expenditure on education as % of gross national income, for all levels of education combined","7.73"
"2007","Germany (until 1990 former territory of the FRG)","Total public expenditure on education as % of GDP, for all levels of education combined","4.49"
"2007","Germany (until 1990 former territory of the FRG)","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","0.63"
"2007","Germany (until 1990 former territory of the FRG)","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.25"
"2007","Germany (until 1990 former territory of the FRG)","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.14"
"2007","Germany (until 1990 former territory of the FRG)","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.48"
"2007","Germany (until 1990 former territory of the FRG)","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","4.00"
"2007","Germany (until 1990 former territory of the FRG)","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.49"
"2007","Germany (until 1990 former territory of the FRG)","Total public expenditure on education as % of total public expenditure, for all levels of education combined","10.33"
"2007","Germany (until 1990 former territory of the FRG)","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","9.19"
"2007","Germany (until 1990 former territory of the FRG)","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","1.14"
"2007","Germany (until 1990 former territory of the FRG)","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.69"
"2007","Germany (until 1990 former territory of the FRG)","Total public expenditure on education as % of gross national income, for all levels of education combined","4.42"
"2007","Estonia","Total public expenditure on education as % of GDP, for all levels of education combined","4.72"
"2007","Estonia","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.10"
"2007","Estonia","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.19"
"2007","Estonia","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.04"
"2007","Estonia","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.39"
"2007","Estonia","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","4.48"
"2007","Estonia","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.24"
"2007","Estonia","Total public expenditure on education as % of total public expenditure, for all levels of education combined","13.88"
"2007","Estonia","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","13.19"
"2007","Estonia","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.69"
"2007","Estonia","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.31"
"2007","Estonia","Total public expenditure on education as % of gross national income, for all levels of education combined","5.05"
"2007","Ireland","Total public expenditure on education as % of GDP, for all levels of education combined","4.90"
"2007","Ireland","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.72"
"2007","Ireland","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.03"
"2007","Ireland","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.14"
"2007","Ireland","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.00"
"2007","Ireland","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","4.39"
"2007","Ireland","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.50"
"2007","Ireland","Total public expenditure on education as % of total public expenditure, for all levels of education combined","13.35"
"2007","Ireland","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","11.97"
"2007","Ireland","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","1.38"
"2007","Ireland","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.24"
"2007","Ireland","Total public expenditure on education as % of gross national income, for all levels of education combined","5.65"
"2007","Greece","Total public expenditure on education as % of GDP, for all levels of education combined",":"
"2007","Greece","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)",":"
"2007","Greece","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)",":"
"2007","Greece","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)",":"
"2007","Greece","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level",":"
"2007","Greece","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined",":"
"2007","Greece","Public subsidies to the private sector as % of GDP, for all levels of education combined",":"
"2007","Greece","Total public expenditure on education as % of total public expenditure, for all levels of education combined",":"
"2007","Greece","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined",":"
"2007","Greece","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined",":"
"2007","Greece","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined",":"
"2007","Greece","Total public expenditure on education as % of gross national income, for all levels of education combined",":"
"2007","Spain","Total public expenditure on education as % of GDP, for all levels of education combined","4.34"
"2007","Spain","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.10"
"2007","Spain","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","1.66"
"2007","Spain","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","0.99"
"2007","Spain","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.59"
"2007","Spain","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","4.21"
"2007","Spain","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.14"
"2007","Spain","Total public expenditure on education as % of total public expenditure, for all levels of education combined","11.10"
"2007","Spain","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","10.74"
"2007","Spain","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.36"
"2007","Spain","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.61"
"2007","Spain","Total public expenditure on education as % of gross national income, for all levels of education combined","4.45"
"2007","France","Total public expenditure on education as % of GDP, for all levels of education combined","5.62"
"2007","France","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.18"
"2007","France","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.56"
"2007","France","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.23"
"2007","France","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.65"
"2007","France","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","5.41"
"2007","France","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.20"
"2007","France","Total public expenditure on education as % of total public expenditure, for all levels of education combined","10.67"
"2007","France","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","10.29"
"2007","France","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.38"
"2007","France","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.54"
"2007","France","Total public expenditure on education as % of gross national income, for all levels of education combined","5.52"
"2007","Croatia","Total public expenditure on education as % of GDP, for all levels of education combined","4.02"
"2007","Croatia","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.81"
"2007","Croatia","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","0.86"
"2007","Croatia","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","0.80"
"2007","Croatia","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.55"
"2007","Croatia","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","3.99"
"2007","Croatia","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.03"
"2007","Croatia","Total public expenditure on education as % of total public expenditure, for all levels of education combined",":"
"2007","Croatia","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined",":"
"2007","Croatia","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined",":"
"2007","Croatia","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.35"
"2007","Croatia","Total public expenditure on education as % of gross national income, for all levels of education combined","4.11"
"2007","Italy","Total public expenditure on education as % of GDP, for all levels of education combined","4.27"
"2007","Italy","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.07"
"2007","Italy","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","1.97"
"2007","Italy","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","0.75"
"2007","Italy","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.47"
"2007","Italy","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","4.03"
"2007","Italy","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.23"
"2007","Italy","Total public expenditure on education as % of total public expenditure, for all levels of education combined","8.95"
"2007","Italy","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","8.46"
"2007","Italy","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.49"
"2007","Italy","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.39"
"2007","Italy","Total public expenditure on education as % of gross national income, for all levels of education combined","4.27"
"2007","Cyprus","Total public expenditure on education as % of GDP, for all levels of education combined","6.95"
"2007","Cyprus","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.96"
"2007","Cyprus","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","3.04"
"2007","Cyprus","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.62"
"2007","Cyprus","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.33"
"2007","Cyprus","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","5.99"
"2007","Cyprus","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.96"
"2007","Cyprus","Total public expenditure on education as % of total public expenditure, for all levels of education combined","16.81"
"2007","Cyprus","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","14.50"
"2007","Cyprus","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","2.31"
"2007","Cyprus","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","1.27"
"2007","Cyprus","Total public expenditure on education as % of gross national income, for all levels of education combined","7.38"
"2007","Latvia","Total public expenditure on education as % of GDP, for all levels of education combined","5.02"
"2007","Latvia","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.25"
"2007","Latvia","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.12"
"2007","Latvia","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","0.93"
"2007","Latvia","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.72"
"2007","Latvia","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","4.81"
"2007","Latvia","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.21"
"2007","Latvia","Total public expenditure on education as % of total public expenditure, for all levels of education combined","13.98"
"2007","Latvia","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","13.39"
"2007","Latvia","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.59"
"2007","Latvia","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.56"
"2007","Latvia","Total public expenditure on education as % of gross national income, for all levels of education combined","5.19"
"2007","Lithuania","Total public expenditure on education as % of GDP, for all levels of education combined","4.64"
"2007","Lithuania","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","0.67"
"2007","Lithuania","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.40"
"2007","Lithuania","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.01"
"2007","Lithuania","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.56"
"2007","Lithuania","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","4.43"
"2007","Lithuania","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.21"
"2007","Lithuania","Total public expenditure on education as % of total public expenditure, for all levels of education combined","13.14"
"2007","Lithuania","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","12.54"
"2007","Lithuania","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.59"
"2007","Lithuania","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.45"
"2007","Lithuania","Total public expenditure on education as % of gross national income, for all levels of education combined","4.82"
"2007","Luxembourg","Total public expenditure on education as % of GDP, for all levels of education combined","3.15"
"2007","Luxembourg","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.68"
"2007","Luxembourg","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","1.46"
"2007","Luxembourg","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)",":"
"2007","Luxembourg","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level",":"
"2007","Luxembourg","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","3.07"
"2007","Luxembourg","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.07"
"2007","Luxembourg","Total public expenditure on education as % of total public expenditure, for all levels of education combined","8.67"
"2007","Luxembourg","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","8.48"
"2007","Luxembourg","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.20"
"2007","Luxembourg","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined",":"
"2007","Luxembourg","Total public expenditure on education as % of gross national income, for all levels of education combined","3.91"
"2007","Hungary","Total public expenditure on education as % of GDP, for all levels of education combined","5.29"
"2007","Hungary","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.01"
"2007","Hungary","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.33"
"2007","Hungary","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.04"
"2007","Hungary","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.91"
"2007","Hungary","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","5.02"
"2007","Hungary","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.27"
"2007","Hungary","Total public expenditure on education as % of total public expenditure, for all levels of education combined","10.43"
"2007","Hungary","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","9.89"
"2007","Hungary","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.54"
"2007","Hungary","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined",":"
"2007","Hungary","Total public expenditure on education as % of gross national income, for all levels of education combined","5.69"
"2007","Malta","Total public expenditure on education as % of GDP, for all levels of education combined","6.18"
"2007","Malta","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.35"
"2007","Malta","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.75"
"2007","Malta","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","0.93"
"2007","Malta","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","1.15"
"2007","Malta","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","6.18"
"2007","Malta","Public subsidies to the private sector as % of GDP, for all levels of education combined",":"
"2007","Malta","Total public expenditure on education as % of total public expenditure, for all levels of education combined","14.79"
"2007","Malta","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","14.79"
"2007","Malta","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined",":"
"2007","Malta","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.37"
"2007","Malta","Total public expenditure on education as % of gross national income, for all levels of education combined","6.34"
"2007","Netherlands","Total public expenditure on education as % of GDP, for all levels of education combined","5.32"
"2007","Netherlands","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.31"
"2007","Netherlands","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.16"
"2007","Netherlands","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.46"
"2007","Netherlands","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.38"
"2007","Netherlands","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","4.64"
"2007","Netherlands","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.69"
"2007","Netherlands","Total public expenditure on education as % of total public expenditure, for all levels of education combined","11.76"
"2007","Netherlands","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","10.25"
"2007","Netherlands","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","1.51"
"2007","Netherlands","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.90"
"2007","Netherlands","Total public expenditure on education as % of gross national income, for all levels of education combined","5.24"
"2007","Austria","Total public expenditure on education as % of GDP, for all levels of education combined","5.33"
"2007","Austria","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","0.96"
"2007","Austria","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.49"
"2007","Austria","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.48"
"2007","Austria","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.40"
"2007","Austria","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","4.82"
"2007","Austria","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.52"
"2007","Austria","Total public expenditure on education as % of total public expenditure, for all levels of education combined","10.97"
"2007","Austria","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","9.91"
"2007","Austria","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","1.06"
"2007","Austria","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.47"
"2007","Austria","Total public expenditure on education as % of gross national income, for all levels of education combined","5.40"
"2007","Poland","Total public expenditure on education as % of GDP, for all levels of education combined","4.91"
"2007","Poland","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.59"
"2007","Poland","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","1.89"
"2007","Poland","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","0.93"
"2007","Poland","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.50"
"2007","Poland","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","4.79"
"2007","Poland","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.12"
"2007","Poland","Total public expenditure on education as % of total public expenditure, for all levels of education combined","11.65"
"2007","Poland","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","11.36"
"2007","Poland","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.29"
"2007","Poland","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.50"
"2007","Poland","Total public expenditure on education as % of gross national income, for all levels of education combined","5.10"
"2007","Portugal","Total public expenditure on education as % of GDP, for all levels of education combined","5.10"
"2007","Portugal","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.42"
"2007","Portugal","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.02"
"2007","Portugal","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.16"
"2007","Portugal","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.50"
"2007","Portugal","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","4.91"
"2007","Portugal","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.19"
"2007","Portugal","Total public expenditure on education as % of total public expenditure, for all levels of education combined","11.50"
"2007","Portugal","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","11.07"
"2007","Portugal","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.43"
"2007","Portugal","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.44"
"2007","Portugal","Total public expenditure on education as % of gross national income, for all levels of education combined","5.27"
"2007","Romania","Total public expenditure on education as % of GDP, for all levels of education combined","4.25"
"2007","Romania","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","0.84"
"2007","Romania","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","1.52"
"2007","Romania","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.12"
