Número d'expedient,Codi districte,Nom districte,NK barri,Nom barri,Codi carrer,Nom carrer,Num postal caption,Descripció dia setmana,Dia de setmana,Descripció tipus dia,NK Any,Mes de any,Nom mes,Dia de mes,Hora de dia,Descripció torn,Descripció causa vianant,Número de morts,Número de lesionats lleus,Número de lesionats greus,Número de víctimes,Número de vehicles implicats,Coordenada UTM (Y),Coordenada UTM (X)
2013S004250,8,Nou Barris,82-8-53,la Trinitat Nova,701432,C-17 (Barcelona),000000000,Dimarts,2,Laboral,2013,6,Juny,11,15,Tarda,Desconegut,0,2,0,2,3,"4589435,64","432227,67"
2013S009307,8,Nou Barris,82-8-50,les Roquetes,212304,Mina de la Ciutat,0059 0061,Dilluns,1,Laboral,2013,12,Desembre,23,08,Matí,Altres,0,1,0,1,1,"4588821,00","431098,63"
2013S004180,8,Nou Barris,83-8-52,la Prosperitat,282650,Rio de Janeiro,0131 0135,Dissabte,6,Laboral,2013,6,Juny,8,07,Matí,Desconegut,0,0,0,0,2,"4588236,99","431961,65"
2013S003190,8,Nou Barris,83-8-52,la Prosperitat,120807,Favència,0456 0458,Divendres,5,Laboral,2013,5,Maig,3,07,Matí,Desconegut,0,2,0,2,3,"4588659,46","431997,47"
2013S007277,8,Nou Barris,83-8-52,la Prosperitat,120807,Favència,0370X0370X,Diumenge,7,Laboral,2013,10,Octubre,13,18,Tarda,Desconegut,0,5,0,5,2,"4588618,14","431690,21"
2013S008593,8,Nou Barris,83-8-52,la Prosperitat,351901,Valldaura,0271 0285,Divendres,5,Laboral,2013,11,Novembre,29,14,Tarda,Desconegut,0,1,0,1,2,"4587881,77","431767,81"
2013S003408,8,Nou Barris,83-8-52,la Prosperitat,358004,Vesuvi,0024 0032,Diumenge,7,Laboral,2013,5,Maig,12,14,Tarda,Desconegut,0,1,0,1,2,"4588563,31","431923,99"
2013S007381,8,Nou Barris,83-8-51,Verdun,120807,Favència,0318 0318,Dijous,4,Laboral,2013,10,Octubre,17,07,Matí,Desconegut,0,1,0,1,1,"4588557,28","431410,21"
2013S001697,8,Nou Barris,83-8-51,Verdun,120807,Favència,0318 0318,Dimecres,3,Laboral,2013,3,Març,6,12,Matí,Desconegut,0,1,0,1,2,"4588557,28","431410,21"
2013S006923,8,Nou Barris,83-8-51,Verdun,9901,Almansa,0049B0049B,Dilluns,1,Laboral,2013,9,Setembre,30,21,Tarda,Desconegut,0,1,0,1,1,"4588300,28","431058,88"
2013S008437,8,Nou Barris,83-8-51,Verdun,174307,Júlia,0015 0021,Dilluns,1,Laboral,2013,11,Novembre,25,10,Matí,Desconegut,0,1,0,1,1,"4587891,66","431114,13"
2013S003969,8,Nou Barris,83-8-52,la Prosperitat,186601,Llucmajor,0008 0008,Dissabte,6,Laboral,2013,6,Juny,1,05,Nit,Desconegut,0,1,0,1,2,"4587779,39","431093,36"
2013S008394,8,Nou Barris,83-8-48,la Guineueta,75101,Caçador,0004X0004X,Dissabte,6,Laboral,2013,11,Novembre,23,09,Matí,Desconegut,0,0,0,0,3,"4588067,01","430391,40"
2013S005968,8,Nou Barris,84-8-45,Porta,255500,Piferrer,0160 0162,Dilluns,1,Laboral,2013,8,Agost,19,12,Matí,Creuar per fora pas de vianants,0,2,0,2,2,"4587039,86","431268,10"
2013S003846,8,Nou Barris,84-8-45,Porta,119003,Fabra i Puig,0222 0224,Dimarts,2,Laboral,2013,5,Maig,28,15,Tarda,Desconegut,0,1,0,1,1,"4586863,34","431282,85"
2013S003546,8,Nou Barris,84-8-44,Vilapicina i la Torre Llobeta,69109,Cartellà,0149U0149U,Dimecres,3,Laboral,2013,5,Maig,15,22,Nit,Desconegut,0,1,0,1,3,"4586743,68","430385,68"
2013S005362,8,Nou Barris,84-8-44,Vilapicina i la Torre Llobeta,69109,Cartellà,0130 0130,Dimarts,2,Laboral,2013,7,Juliol,23,10,Matí,Desconegut,0,1,0,1,2,"4586706,91","430489,31"
2013S008026,8,Nou Barris,84-8-46,el Turó de la Peira,119003,Fabra i Puig,0394B0394B,Diumenge,7,Laboral,2013,11,Novembre,10,20,Tarda,Desconegut,0,4,0,4,2,"4587149,37","430092,56"
2013S005031,8,Nou Barris,84-8-46,el Turó de la Peira,119003,Fabra i Puig,0264 0264,Dimecres,3,Laboral,2013,7,Juliol,10,21,Tarda,Desconegut,0,1,0,1,2,"4586874,14","431024,00"
2013S004675,8,Nou Barris,84-8-46,el Turó de la Peira,54000,Cadí,0019 0019,Dijous,4,Laboral,2013,6,Juny,27,17,Tarda,Desconegut,0,1,0,1,1,"4586969,62","430522,24"
2013S002039,8,Nou Barris,84-8-46,el Turó de la Peira,119003,Fabra i Puig,0366B0366B,Dilluns,1,Laboral,2013,3,Març,18,21,Tarda,Desconegut,0,0,1,1,2,"4586920,18","430236,08"
2013S006170,8,Nou Barris,84-8-45,Porta,117609,Estudiant,0007 0007,Dissabte,6,Laboral,2013,8,Agost,31,16,Tarda,Desconegut,0,1,0,1,2,"4587146,73","431209,75"
2013S007597,8,Nou Barris,84-8-45,Porta,7600,Alcúdia,0066 0066,Divendres,5,Laboral,2013,10,Octubre,25,12,Matí,Desconegut,0,1,0,1,3,"4587550,34","431071,26"
2013S001066,8,Nou Barris,84-8-45,Porta,366501,Virrei Amat,0008 0008,Dilluns,1,Laboral,2013,2,Febrer,11,20,Tarda,Desconegut,0,1,0,1,1,"4586874,96","431063,17"
2013S000106,9,Sant Andreu,91-9-61,la Sagrera,115603,Espronceda,0294B0294B,Diumenge,7,Laboral,2013,1,Gener,6,19,Tarda,Desconegut,0,1,0,1,2,"4585139,42","432476,32"
2013S001226,9,Sant Andreu,91-9-61,la Sagrera,78405,Cienfuegos,0001 0003,Diumenge,7,Laboral,2013,2,Febrer,17,17,Tarda,Desconegut,0,0,0,0,3,"4586132,40","431921,60"
2013S002473,9,Sant Andreu,91-9-62,el Congrés i els Indians,274505,Ramon Albó,0078 0078,Dissabte,6,Laboral,2013,4,Abril,6,12,Matí,Desconegut,0,1,0,1,2,"4586520,20","431263,28"
2013S004468,9,Sant Andreu,91-9-61,la Sagrera,209900,Meridiana,0306 0306,Dimarts,2,Laboral,2013,6,Juny,18,20,Tarda,Desconegut,0,2,0,2,1,"4586081,60","432084,63"
2013S007740,9,Sant Andreu,91-9-61,la Sagrera,140407,Garcilaso,0040 0040,Dimecres,3,Laboral,2013,10,Octubre,30,13,Matí,Creuar per fora pas de vianants,0,2,0,2,2,"4586032,98","432248,32"
2013S001648,9,Sant Andreu,92-9-60,Sant Andreu,322007,Segre,0027 0029,Dilluns,1,Laboral,2013,3,Març,4,11,Matí,Desconegut,0,1,0,1,1,"4587291,30","432512,43"
2013S009375,9,Sant Andreu,91-9-63,Navas,115603,Espronceda,0323 0327,Dijous,4,Laboral,2013,12,Desembre,26,14,Tarda,Desconegut,0,0,1,1,2,"4585207,74","432378,72"
2013S007124,9,Sant Andreu,91-9-63,Navas,226400,Las Navas de Tolosa,0246 0246,Dilluns,1,Laboral,2013,10,Octubre,7,23,Nit,Desconegut,0,2,0,2,4,"4585023,60","432216,61"
2013S006463,9,Sant Andreu,91-9-63,Navas,86108,Concepción Arenal,0062B0062B,Dijous,4,Laboral,2013,9,Setembre,12,20,Tarda,Desconegut,0,1,0,1,2,"4585927,43","431816,21"
2013S000720,9,Sant Andreu,91-9-63,Navas,115603,Espronceda,0414 0414,Dimarts,2,Laboral,2013,1,Gener,29,20,Tarda,Desconegut,0,0,0,0,2,"4585808,15","431819,47"
2013S007420,9,Sant Andreu,91-9-63,Navas,115603,Espronceda,0328B0328B,Divendres,5,Laboral,2013,10,Octubre,18,20,Tarda,Desconegut,0,1,0,1,4,"4585404,11","432230,59"
2013S008123,9,Sant Andreu,91-9-62,el Congrés i els Indians,274505,Ramon Albó,0032 0034,Dijous,4,Laboral,2013,11,Novembre,14,14,Tarda,Desconegut,0,2,0,2,2,"4586282,09","431269,76"
2013S001616,9,Sant Andreu,91-9-63,Navas,226400,Las Navas de Tolosa,0320 0320,Dissabte,6,Laboral,2013,3,Març,2,13,Matí,Creuar per fora pas de vianants,0,1,0,1,1,"4585431,38","431814,87"
2013S002179,9,Sant Andreu,92-9-60,Sant Andreu,209900,Meridiana,0456 0456,Dissabte,6,Laboral,2013,3,Març,23,07,Matí,Desconegut,0,2,0,2,2,"4587318,13","431837,78"
2013S000536,9,Sant Andreu,92-9-60,Sant Andreu,209900,Meridiana,0478 0480,Dimecres,3,Laboral,2013,1,Gener,23,07,Matí,Desconegut,0,1,0,1,2,"4587400,99","431859,74"
2013S005265,9,Sant Andreu,92-9-60,Sant Andreu,190303,Malats,0019 0019,Divendres,5,Laboral,2013,7,Juliol,19,08,Matí,Desconegut,0,0,0,0,1,"4587473,39","432276,40"
2013S005704,9,Sant Andreu,92-9-60,Sant Andreu,368405,Xandri,9999 9999,Dilluns,1,Laboral,2013,8,Agost,5,13,Matí,Desconegut,0,0,0,0,2,"4587698,79","431934,50"
2013S007441,9,Sant Andreu,92-9-60,Sant Andreu,296202,Gran de Sant Andreu,0275 0275,Dissabte,6,Laboral,2013,10,Octubre,19,13,Matí,Desconegut,0,0,0,0,1,"4587458,05","432296,30"
2013S007955,9,Sant Andreu,92-9-60,Sant Andreu,701267,Dalt (Besòs),0001E0000,Dijous,4,Laboral,2013,11,Novembre,7,18,Tarda,Desconegut,0,2,0,2,2,"4588670,21","432390,01"
2013S004927,9,Sant Andreu,92-9-60,Sant Andreu,701268,Dalt (Llobregat),001570000,Dissabte,6,Laboral,2013,7,Juliol,6,18,Tarda,Desconegut,0,1,0,1,2,"4588676,60","432324,02"
2013S002447,9,Sant Andreu,92-9-60,Sant Andreu,242509,Palomar,0016 0016,Divendres,5,Laboral,2013,4,Abril,5,18,Tarda,Desconegut,0,1,0,1,1,"4588139,14","432279,45"
2013S000764,9,Sant Andreu,92-9-60,Sant Andreu,275257,Ramon Riera,9999 9999,Dijous,4,Laboral,2013,1,Gener,31,14,Tarda,Desconegut,0,1,0,1,1,"4587375,77","432493,53"
2013S008578,9,Sant Andreu,92-9-60,Sant Andreu,296202,Gran de Sant Andreu,0479U0479U,Divendres,5,Laboral,2013,11,Novembre,29,07,Matí,Desconegut,0,1,0,1,3,"4588260,36","432191,68"
2013S009190,9,Sant Andreu,93-9-57,la Trinitat Vella,314100,Santa Coloma,0091X0091X,Dijous,4,Laboral,2013,12,Desembre,19,12,Matí,Desconegut,0,3,0,3,1,"4588780,44","432891,78"
2013S005382,9,Sant Andreu,93-9-57,la Trinitat Vella,314100,Santa Coloma,0107 0107,Dimarts,2,Laboral,2013,7,Juliol,23,17,Tarda,Desconegut,0,1,0,1,4,"4588816,82","433028,27"
2013S007777,9,Sant Andreu,93-9-57,la Trinitat Vella,314100,Santa Coloma,0125 0125,Dijous,4,Laboral,2013,10,Octubre,31,14,Tarda,Desconegut,0,1,0,1,2,"4588917,60","433249,47"
2013S001317,9,Sant Andreu,93-9-57,la Trinitat Vella,34400,Bàrcino,0092B0092B,Dilluns,1,Laboral,2013,2,Febrer,25,15,Tarda,Desconegut,0,1,0,1,3,"4588933,55","432596,17"
2013S000709,9,Sant Andreu,93-9-58,Baró de Viver,314100,Santa Coloma,0114 0114,Dimarts,2,Laboral,2013,1,Gener,29,16,Tarda,Desconegut,0,1,0,1,2,"4588848,00","433227,64"
2013S005547,9,Sant Andreu,92-9-60,Sant Andreu,119003,Fabra i Puig,0116 0116,Dimarts,2,Laboral,2013,7,Juliol,30,07,Matí,Desconegut,0,2,0,2,1,"4586845,46","431757,57"
2013S006376,9,Sant Andreu,93-9-57,la Trinitat Vella,251805,Peníscola,0002 0002,Diumenge,7,Laboral,2013,9,Setembre,8,07,Matí,Desconegut,0,0,0,0,3,"4589326,17","432288,99"
2013S001721,9,Sant Andreu,92-9-60,Sant Andreu,326609,Sòcrates,0070 0070,Dijous,4,Laboral,2013,3,Març,7,09,Matí,Creuar per fora pas de vianants,0,1,0,1,1,"4587031,53","431973,96"
2013S009201,9,Sant Andreu,93-9-59,el Bon Pastor,131803,Formiga,0007 0007,Dijous,4,Laboral,2013,12,Desembre,19,13,Matí,Desconegut,0,1,0,1,2,"4587398,39","433291,51"
2013S006464,9,Sant Andreu,93-9-59,el Bon Pastor,701265,Litoral (Besòs),000180000,Dijous,4,Laboral,2013,9,Setembre,12,20,Tarda,Desconegut,0,1,0,1,2,"4587696,30","433902,81"
2013S001804,9,Sant Andreu,93-9-59,el Bon Pastor,151957,Guayaquil,0037 0037,Dissabte,6,Laboral,2013,3,Març,9,17,Tarda,Desconegut,0,6,0,6,3,"4588460,65","433540,66"
2013S006935,9,Sant Andreu,93-9-59,el Bon Pastor,214900,Mollerussa,0005 0005,Dimarts,2,Laboral,2013,10,Octubre,1,11,Matí,Desconegut,0,0,0,0,1,"4587748,90","433436,12"
2013S000711,9,Sant Andreu,93-9-59,el Bon Pastor,347551,Tucumán,0002 0002,Dimarts,2,Laboral,2013,1,Gener,29,18,Tarda,Desconegut,0,5,0,5,2,"4588481,40","433148,28"
2013S000120,9,Sant Andreu,93-9-59,el Bon Pastor,701265,Litoral (Besòs),000150000,Dilluns,1,Laboral,2013,1,Gener,7,11,Matí,Desconegut,0,5,0,5,2,"4587988,56","433831,48"
2013S008299,9,Sant Andreu,93-9-59,el Bon Pastor,701266,Litoral (Llobregat),000120000,Dimecres,3,Laboral,2013,11,Novembre,20,13,Matí,Desconegut,0,0,0,0,2,"4588255,64","433692,31"
2013S000154,9,Sant Andreu,93-9-59,el Bon Pastor,123306,Ferran Junoy,0054 0054,Dimarts,2,Laboral,2013,1,Gener,8,13,Matí,Desconegut,0,3,0,3,2,"4588179,93","432914,61"
2013S007444,9,Sant Andreu,93-9-59,el Bon Pastor,701321,Sao Paulo,0001 0001,Dissabte,6,Laboral,2013,10,Octubre,19,15,Tarda,Desconegut,0,1,0,1,4,"4587789,04","432843,98"
2013S008266,9,Sant Andreu,93-9-59,el Bon Pastor,80101,Ciutat d'Asunción,0060 0060,Dilluns,1,Laboral,2013,11,Novembre,18,09,Matí,Desconegut,0,1,0,1,2,"4588453,73","433134,55"
2013S009328,-1,Desconegut,-1--1--1,Desconegut,-1,Desconegut,Desconegut,Dilluns,1,Laboral,2013,12,Desembre,23,22,Nit,Desconegut,0,1,0,1,2,-1,-1
2013S007974,10,Sant Martí,101-10-64,el Camp de l'Arpa del Clot,90502,Còrsega,0711 0711,Divendres,5,Laboral,2013,11,Novembre,8,12,Matí,Desconegut,0,1,0,1,2,"4584959,87","431549,56"
2013S002408,10,Sant Martí,101-10-64,el Camp de l'Arpa del Clot,161407,Indústria,0251 0251,Dijous,4,Laboral,2013,4,Abril,4,08,Matí,Desconegut,0,1,0,1,2,"4584919,48","431342,18"
2013S008172,10,Sant Martí,101-10-64,el Camp de l'Arpa del Clot,194406,Maragall,0001 0003,Divendres,5,Laboral,2013,11,Novembre,15,18,Tarda,Desconegut,0,2,0,2,2,"4584970,11","431554,98"
2013S007998,10,Sant Martí,101-10-64,el Camp de l'Arpa del Clot,297001,Sant Antoni Maria Claret,0258 0260,Dissabte,6,Laboral,2013,11,Novembre,9,11,Matí,Creuar per fora pas de vianants,0,1,0,1,1,"4584863,40","431141,85"
2013S002355,10,Sant Martí,101-10-64,el Camp de l'Arpa del Clot,350308,València,0585 0585,Dimarts,2,Laboral,2013,4,Abril,2,14,Tarda,Desconegut,0,1,0,1,2,"4584460,96","431849,81"
2013S003610,10,Sant Martí,101-10-64,el Camp de l'Arpa del Clot,18505,Aragó,0585 0585,Diumenge,7,Laboral,2013,5,Maig,19,16,Tarda,Desconegut,0,1,0,1,2,"4584373,58","431947,90"
2013S002108,10,Sant Martí,101-10-64,el Camp de l'Arpa del Clot,191204,Mallorca,0520 0520,Dimecres,3,Laboral,2013,3,Març,20,08,Matí,Desconegut,0,1,0,1,2,"4584363,58","431589,06"
2013S006310,10,Sant Martí,101-10-64,el Camp de l'Arpa del Clot,350308,València,0593 0593,Dijous,4,Laboral,2013,9,Setembre,5,08,Matí,Desconegut,0,1,0,1,2,"4584508,45","431896,61"
2013S007032,10,Sant Martí,101-10-64,el Camp de l'Arpa del Clot,161101,Independència,0252 0252,Divendres,5,Laboral,2013,10,Octubre,4,15,Tarda,Desconegut,0,1,0,1,2,"4584281,77","431834,99"
2013S001427,10,Sant Martí,101-10-64,el Camp de l'Arpa del Clot,134801,Freser,0136 0136,Diumenge,7,Laboral,2013,2,Febrer,24,07,Matí,Desconegut,0,1,0,1,2,"4584966,99","431586,71"
2013S007917,10,Sant Martí,101-10-64,el Camp de l'Arpa del Clot,270402,Puigmadrona,0002 0002,Dimecres,3,Laboral,2013,11,Novembre,6,14,Tarda,Desconegut,0,1,0,1,2,"4584737,45","431929,36"
2013S002905,10,Sant Martí,102-10-72,Sant Martí de Provençals,30409,Bac de Roda,0201 0201,Dilluns,1,Laboral,2013,4,Abril,22,18,Tarda,Desconegut,0,2,0,2,2,"4585102,64","432661,22"
2013S006793,10,Sant Martí,102-10-72,Sant Martí de Provençals,60807,Cantàbria,0045 0045,Dimecres,3,Laboral,2013,9,Setembre,25,21,Tarda,Desconegut,0,0,0,0,1,"4585810,19","433086,89"
2013S000949,10,Sant Martí,101-10-65,el Clot,18505,Aragó,0580 0580,Dijous,4,Laboral,2013,2,Febrer,7,10,Matí,Desconegut,0,1,0,1,2,"4584351,48","431967,14"
2013S004435,10,Sant Martí,101-10-65,el Clot,18505,Aragó,0580 0580,Dilluns,1,Laboral,2013,6,Juny,17,20,Tarda,Desconegut,0,1,0,1,2,"4584351,48","431967,14"
2013S007266,10,Sant Martí,101-10-64,el Camp de l'Arpa del Clot,209900,Meridiana,0147 0147,Dissabte,6,Laboral,2013,10,Octubre,12,21,Tarda,Desconegut,0,1,0,1,2,"4584669,32","432014,95"
2013S008383,10,Sant Martí,101-10-64,el Camp de l'Arpa del Clot,350308,València,0616 0618,Divendres,5,Laboral,2013,11,Novembre,22,19,Tarda,Creuar per fora pas de vianants,0,1,0,1,1,"4584581,74","432002,76"
2013S004660,10,Sant Martí,101-10-64,el Camp de l'Arpa del Clot,191204,Mallorca,0599 0599,Dijous,4,Laboral,2013,6,Juny,27,09,Matí,Desconegut,0,1,0,1,2,"4584768,61","431970,74"
2013S005568,10,Sant Martí,101-10-65,el Clot,209900,Meridiana,0198 0198,Dimarts,2,Laboral,2013,7,Juliol,30,18,Tarda,Desconegut,0,1,0,1,2,"4585025,88","432078,23"
2013S004290,10,Sant Martí,103-10-70,el Besòs i el Maresme,701281,Llevant,0001 0001,Dimecres,3,Laboral,2013,6,Juny,12,22,Nit,Altres,0,1,0,1,1,"4584763,39","434755,09"
2013S006403,10,Sant Martí,102-10-73,la Verneda i la Pau,86200,Concili de Trento,0296 0296,Dimarts,2,Laboral,2013,9,Setembre,10,12,Matí,Creuar per fora pas de vianants,0,1,0,1,1,"4585847,42","433690,47"
2013S005435,10,Sant Martí,102-10-73,la Verneda i la Pau,266405,Prim,0164 0164,Dijous,4,Laboral,2013,7,Juliol,25,20,Tarda,Desconegut,0,0,0,0,2,"4585756,53","433801,71"
2013S008747,10,Sant Martí,102-10-73,la Verneda i la Pau,60807,Cantàbria,0077 0077,Dimecres,3,Laboral,2013,12,Desembre,4,16,Tarda,Desconegut,0,1,0,1,2,"4586165,07","433070,70"
2013S007102,10,Sant Martí,102-10-73,la Verneda i la Pau,318906,Santander,0024 0024,Dilluns,1,Laboral,2013,10,Octubre,7,08,Matí,Desconegut,0,1,0,1,2,"4586259,74","433189,88"
2013S004482,10,Sant Martí,102-10-73,la Verneda i la Pau,57802,Camp Arriassa,0084 0084,Dimecres,3,Laboral,2013,6,Juny,19,12,Matí,Desconegut,0,0,0,0,1,"4586185,81","433413,49"
2013S000420,10,Sant Martí,102-10-72,Sant Martí de Provençals,153205,Guipúscoa,0067 0067,Divendres,5,Laboral,2013,1,Gener,18,21,Tarda,Desconegut,0,1,0,1,2,"4585437,74","433023,05"
2013S008030,10,Sant Martí,102-10-73,la Verneda i la Pau,69700,Ca n'Oliva,0111 0111,Dilluns,1,Laboral,2013,11,Novembre,11,08,Matí,Desconegut,0,1,0,1,2,"4586390,37","433281,59"
2013S006108,10,Sant Martí,102-10-73,la Verneda i la Pau,266405,Prim,0302 0302,Dilluns,1,Laboral,2013,8,Agost,26,20,Tarda,Desconegut,0,3,0,3,2,"4586577,04","432973,53"
2013S001312,10,Sant Martí,103-10-71,Provençals del Poblenou,94300,Cristóbal de Moura,0114 0116,Dimecres,3,Laboral,2013,2,Febrer,20,17,Tarda,Desconegut,0,1,0,1,2,"4584744,99","433742,40"
2013S004757,10,Sant Martí,103-10-71,Provençals del Poblenou,322608,Selva de Mar,0091U0091U,Dilluns,1,Laboral,2013,7,Juliol,1,08,Matí,Desconegut,0,0,1,1,2,"4584672,41","433642,67"
2013S008918,10,Sant Martí,104-10-68,el Poblenou,183603,Llacuna,0023 0023,Dimecres,3,Laboral,2013,12,Desembre,11,12,Matí,Desconegut,0,1,0,1,2,"4583326,57","433285,03"
2013S000589,10,Sant Martí,104-10-68,el Poblenou,270901,Pujades,0101 0103,Dijous,4,Laboral,2013,1,Gener,24,18,Tarda,Desconegut,0,1,0,1,2,"4583294,85","432794,98"
2013S006115,10,Sant Martí,104-10-68,el Poblenou,242906,Pallars,0187 0187,Dimarts,2,Laboral,2013,8,Agost,27,19,Tarda,Desconegut,0,1,0,1,2,"4583553,33","432869,84"
2013S006036,10,Sant Martí,103-10-71,Provençals del Poblenou,115603,Espronceda,0183 0185,Dijous,4,Laboral,2013,8,Agost,22,15,Tarda,Desconegut,0,1,0,1,2,"4584464,01","433109,19"
2013S008689,10,Sant Martí,103-10-71,Provençals del Poblenou,253902,Perú,0050 0050,Dilluns,1,Laboral,2013,12,Desembre,2,21,Tarda,Desconegut,0,1,0,1,1,"4584259,02","432672,50"
2013S002243,10,Sant Martí,103-10-71,Provençals del Poblenou,253902,Perú,0104X0104X,Dimarts,2,Laboral,2013,3,Març,26,15,Tarda,Desconegut,0,1,0,1,2,"4584498,39","432918,77"
2013S001132,10,Sant Martí,103-10-71,Provençals del Poblenou,253902,Perú,0140 0142,Dijous,4,Laboral,2013,2,Febrer,14,22,Nit,Desconegut,0,3,0,3,3,"4584657,10","433079,88"
2013S007664,10,Sant Martí,103-10-71,Provençals del Poblenou,253902,Perú,0198 0198,Dilluns,1,Laboral,2013,10,Octubre,28,10,Matí,Desconegut,0,1,0,1,2,"4584917,55","433346,06"
2013S006606,10,Sant Martí,103-10-71,Provençals del Poblenou,30409,Bac de Roda,0119X0119X,Dimecres,3,Laboral,2013,9,Setembre,18,19,Tarda,Desconegut,0,2,0,2,2,"4584434,47","433324,27"
2013S000915,10,Sant Martí,103-10-71,Provençals del Poblenou,73707,Castella,0030 0038,Dimecres,3,Laboral,2013,2,Febrer,6,09,Matí,Desconegut,0,2,1,3,2,"4584158,15","432882,37"
2013S005690,10,Sant Martí,104-10-69,Diagonal Mar i el Front Marítim del Poblenou,144601,Diagonal,0059 0059,Diumenge,7,Laboral,2013,8,Agost,4,16,Tarda,Desconegut,0,1,0,1,2,"4584415,88","433890,64"
2013S004924,10,Sant Martí,104-10-68,el Poblenou,249304,Pere IV,0212 0212,Dissabte,6,Laboral,2013,7,Juliol,6,16,Tarda,Desconegut,0,1,0,1,2,"4583895,69","433023,32"
2013S009191,10,Sant Martí,104-10-68,el Poblenou,144601,Diagonal,0111 0113,Dijous,4,Laboral,2013,12,Desembre,19,10,Matí,Desconegut,0,1,0,1,2,"4584251,19","433372,98"
2013S001924,10,Sant Martí,104-10-68,el Poblenou,701265,Litoral (Besòs),000770000,Dijous,4,Laboral,2013,3,Març,14,13,Matí,Desconegut,0,3,0,3,3,"4582830,29","433536,46"
2013S006418,10,Sant Martí,104-10-68,el Poblenou,701266,Litoral (Llobregat),000730000,Dimecres,3,Laboral,2013,9,Setembre,11,05,Nit,Desconegut,0,1,0,1,1,"4583137,79","433791,66"
2013S004672,10,Sant Martí,104-10-68,el Poblenou,701266,Litoral (Llobregat),000760000,Dijous,4,Laboral,2013,6,Juny,27,18,Tarda,Desconegut,0,1,0,1,3,"4582914,76","433595,40"
2013S003191,10,Sant Martí,104-10-68,el Poblenou,701266,Litoral (Llobregat),000770000,Divendres,5,Laboral,2013,5,Maig,3,09,Matí,Desconegut,0,2,0,2,2,"4582844,20","433522,95"
2013S000172,10,Sant Martí,104-10-68,el Poblenou,701266,Litoral (Llobregat),000780000,Dimecres,3,Laboral,2013,1,Gener,9,08,Matí,Desconegut,0,1,0,1,3,"4582772,23","433451,86"
2013S007092,10,Sant Martí,104-10-68,el Poblenou,346800,Poblenou,0084 0084,Diumenge,7,Laboral,2013,10,Octubre,6,21,Tarda,Transitar a peu per la calçada,0,1,0,1,1,"4583672,07","433177,16"
2013S002528,10,Sant Martí,104-10-68,el Poblenou,42306,Bilbao,0031X0031X,Dilluns,1,Laboral,2013,4,Abril,8,19,Tarda,Desconegut,0,2,0,2,2,"4583643,75","433548,33"
2013S008410,10,Sant Martí,104-10-68,el Poblenou,346800,Poblenou,0057 0057,Dissabte,6,Laboral,2013,11,Novembre,23,22,Nit,Desconegut,0,2,0,2,1,"4583518,22","433286,94"
2013S003021,10,Sant Martí,105-10-66,el Parc i la Llacuna del Poblenou,4908,Àlaba,0056 0056,Divendres,5,Laboral,2013,4,Abril,26,11,Matí,Desconegut,0,1,0,1,2,"4583021,44","432691,98"
2013S001862,10,Sant Martí,105-10-66,el Parc i la Llacuna del Poblenou,11200,Almogàvers,0018 0018,Dimarts,2,Laboral,2013,3,Març,12,08,Matí,Desconegut,0,1,0,1,2,"4582594,97","431726,76"
2013S002651,10,Sant Martí,105-10-67,la Vila Olímpica del Poblenou,197302,Marina,0065 0067,Divendres,5,Laboral,2013,4,Abril,12,19,Tarda,Desconegut,0,2,0,2,2,"4582575,00","432311,78"
2013S009115,10,Sant Martí,105-10-67,la Vila Olímpica del Poblenou,62609,Icària,0187 0187,Dimarts,2,Laboral,2013,12,Desembre,17,13,Matí,Desconegut,0,1,0,1,2,"4582699,59","433016,21"
2013S006630,10,Sant Martí,105-10-66,el Parc i la Llacuna del Poblenou,243206,Pamplona,0077 0077,Dijous,4,Laboral,2013,9,Setembre,19,13,Matí,Desconegut,0,1,0,1,2,"4583041,62","432454,82"
2013S008188,10,Sant Martí,105-10-66,el Parc i la Llacuna del Poblenou,76807,Sardenya,0116 0116,Dissabte,6,Laboral,2013,11,Novembre,16,06,Matí,Desconegut,0,1,0,1,2,"4582803,08","431959,24"
2013S001610,10,Sant Martí,105-10-66,el Parc i la Llacuna del Poblenou,197302,Marina,0114 0116,Dissabte,6,Laboral,2013,3,Març,2,06,Matí,Desconegut,0,2,0,2,1,"4582910,42","432063,23"
2013S007224,10,Sant Martí,104-10-69,Diagonal Mar i el Front Marítim del Poblenou,701266,Litoral (Llobregat),000610000,Divendres,5,Laboral,2013,10,Octubre,11,15,Tarda,Desconegut,0,1,0,1,2,"4584057,98","434565,78"
2013S005441,10,Sant Martí,104-10-69,Diagonal Mar i el Front Marítim del Poblenou,701266,Litoral (Llobregat),000610000,Dijous,4,Laboral,2013,7,Juliol,25,22,Nit,Desconegut,0,0,0,0,2,"4584057,98","434565,78"
2013S005789,10,Sant Martí,104-10-69,Diagonal Mar i el Front Marítim del Poblenou,701265,Litoral (Besòs),000640000,Dijous,4,Laboral,2013,8,Agost,8,17,Tarda,Desconegut,0,1,0,1,2,"4583831,10","434364,25"
2013S004299,10,Sant Martí,104-10-69,Diagonal Mar i el Front Marítim del Poblenou,701266,Litoral (Llobregat),000650000,Dijous,4,Laboral,2013,6,Juny,13,12,Matí,Desconegut,0,1,0,1,2,"4583774,62","434278,22"
